Neighbourhood;Security Deposit;Availability 30;Availability 60;Availability 90;Availability 365;Review Scores Rating;Neighbourhood Cleansed;Neighbourhood Group Cleansed;Property Type;Room Type;Accommodates;Bathrooms;Bedrooms;Beds;Bed Type;Price;Cleaning Fee;Guests Included;Extra People;Cancellation Policy;Square Feet;Minimum Nights;Maximum Nights
;;0;0;0;0;100.0;Cortes;Centro;Other;Private room;1;1.5;1.0;1.0;Real Bed;16.0;;1;0;strict;;2;7
Aluche;;12;42;72;347;;Lucero;Latina;Apartment;Private room;3;2.0;1.0;2.0;Real Bed;20.0;10.0;1;10;strict;;1;1125
La Latina;;2;3;8;9;98.0;Embajadores;Centro;Apartment;Entire home/apt;2;1.0;0.0;1.0;Real Bed;46.0;20.0;1;0;strict;;2;1125
Carabanchel;;17;47;77;352;100.0;Buenavista;Carabanchel;House;Private room;1;1.5;1.0;1.0;Real Bed;15.0;;1;0;flexible;;2;1125
;300.0;28;58;88;363;100.0;Justicia;Centro;Apartment;Entire home/apt;2;1.0;1.0;1.0;Real Bed;90.0;40.0;1;10;moderate;;2;1125
;;16;46;76;351;100.0;Vista Alegre;Carabanchel;Apartment;Private room;2;1.0;1.0;2.0;Real Bed;17.0;10.0;1;10;moderate;;1;1125
Cortes;;11;25;47;132;;Cortes;Centro;House;Entire home/apt;4;2.0;2.0;2.0;Real Bed;110.0;30.0;2;10;strict;;2;1125
;;10;24;54;145;88.0;Palacio;Centro;Apartment;Private room;2;1.0;1.0;1.0;Real Bed;26.0;;1;8;moderate;;2;30
Argüelles;200.0;0;0;0;0;100.0;Argüelles;Moncloa - Aravaca;Apartment;Entire home/apt;3;1.0;0.0;1.0;Real Bed;55.0;30.0;2;10;strict;;5;180
;;11;27;52;320;87.0;Sol;Centro;Loft;Entire home/apt;7;2.0;5.0;7.0;Real Bed;149.0;;7;0;strict;1776.0;4;60
Aluche;;0;0;1;1;;Lucero;Latina;Apartment;Private room;2;1.0;1.0;1.0;Real Bed;17.0;5.0;1;11;flexible;;2;9
Malasaña;150.0;9;11;11;11;100.0;Universidad;Centro;Apartment;Entire home/apt;2;1.0;1.0;1.0;Real Bed;63.0;26.0;1;5;moderate;;2;5
;;0;0;0;0;;Goya;Salamanca;Apartment;Private room;1;1.0;1.0;1.0;Real Bed;25.0;;1;0;flexible;;1;1125
;;13;43;73;104;;San Pascual;Ciudad Lineal;Apartment;Entire home/apt;5;2.0;2.0;4.0;Real Bed;189.0;;1;0;flexible;;3;10
Embajadores;100.0;1;12;22;268;93.0;Embajadores;Centro;Apartment;Entire home/apt;4;1.0;1.0;3.0;Real Bed;80.0;30.0;2;15;strict;0.0;2;365
Palacio;;0;0;10;285;40.0;Palacio;Centro;Apartment;Private room;2;2.0;1.0;1.0;Real Bed;25.0;15.0;1;5;strict;;10;1125
Acacias;;0;0;0;206;90.0;Acacias;Arganzuela;Apartment;Entire home/apt;4;1.0;1.0;3.0;Real Bed;68.0;;2;10;moderate;807.0;2;1125
La Chopera;;21;50;80;354;87.0;Chopera;Arganzuela;Apartment;Private room;2;1.0;1.0;1.0;Real Bed;19.0;;1;10;flexible;;1;1125
Malasaña;;3;3;3;3;100.0;Universidad;Centro;Apartment;Entire home/apt;2;1.0;1.0;1.0;Real Bed;150.0;72.0;2;17;strict;;3;1125
Fuente del Berro;;10;38;68;277;80.0;Fuente del Berro;Salamanca;Apartment;Entire home/apt;2;1.0;1.0;1.0;Real Bed;70.0;30.0;1;0;flexible;;2;1125
;;2;32;62;337;90.0;Aluche;Latina;Apartment;Private room;1;1.0;1.0;1.0;Real Bed;15.0;;1;0;flexible;;4;1125
Sol;200.0;7;21;35;298;75.0;Sol;Centro;Apartment;Entire home/apt;6;2.0;2.0;4.0;Real Bed;130.0;60.0;3;20;strict;;2;1125
Embajadores;;6;15;40;240;100.0;Embajadores;Centro;Apartment;Entire home/apt;4;1.0;2.0;2.0;Real Bed;95.0;;1;0;flexible;;3;1125
;;10;40;70;345;100.0;Palacio;Centro;Apartment;Private room;2;1.0;1.0;1.0;Real Bed;27.0;;1;25;moderate;;3;21
Embajadores;;0;0;4;279;;Cortes;Centro;Apartment;Private room;2;2.0;1.0;1.0;Real Bed;42.0;;2;0;strict;;1;1125
Almagro;;3;32;62;153;;Almagro;Chamberí;Apartment;Entire home/apt;3;1.0;1.0;1.0;Real Bed;99.0;;2;15;strict;;7;1125
Embajadores;150.0;2;2;20;295;100.0;Embajadores;Centro;Condominium;Entire home/apt;4;1.0;2.0;2.0;Real Bed;79.0;40.0;2;15;moderate;;2;1125
Usera;;0;0;5;184;;Moscardó;Usera;Serviced apartment;Entire home/apt;3;1.0;0.0;3.0;Real Bed;43.0;;2;8;moderate;;5;1125
;;6;26;42;304;;Palacio;Centro;Apartment;Entire home/apt;6;2.0;2.0;3.0;Real Bed;120.0;;2;25;moderate;;2;1125
;;15;37;67;67;94.0;Canillas;Hortaleza;Apartment;Entire home/apt;5;1.0;3.0;4.0;Real Bed;77.0;;1;0;strict;;2;1125
Cortes;250.0;0;17;42;317;95.0;Cortes;Centro;Apartment;Entire home/apt;5;1.0;2.0;4.0;Real Bed;80.0;30.0;2;15;moderate;;3;1125
Malasaña;;12;36;58;333;;Universidad;Centro;Hostel;Private room;2;8.0;1.0;16.0;Real Bed;45.0;;1;0;flexible;;1;1125
Malasaña;200.0;0;0;0;0;100.0;Universidad;Centro;Apartment;Entire home/apt;3;1.0;1.0;2.0;Real Bed;90.0;20.0;2;15;flexible;;3;30
Embajadores;150.0;11;26;52;60;90.0;Embajadores;Centro;Apartment;Entire home/apt;4;1.0;2.0;4.0;Real Bed;82.0;;2;20;strict;;3;1125
;100.0;7;13;34;105;93.0;Embajadores;Centro;Apartment;Private room;3;0.5;1.0;2.0;Real Bed;30.0;15.0;1;0;moderate;;2;1125
Justicia;;10;37;60;332;84.0;Justicia;Centro;Apartment;Private room;2;1.0;1.0;1.0;Real Bed;50.0;10.0;1;10;moderate;;1;10
Embajadores;150.0;3;22;41;121;97.0;Embajadores;Centro;Apartment;Entire home/apt;4;1.0;1.0;2.0;Real Bed;30.0;24.0;2;14;flexible;;2;365
Argüelles;;11;13;38;129;98.0;Argüelles;Moncloa - Aravaca;Apartment;Entire home/apt;2;1.0;0.0;1.0;Real Bed;60.0;20.0;1;0;strict;;15;1125
Argüelles;;5;33;54;325;100.0;Casa de Campo;Moncloa - Aravaca;Apartment;Private room;2;1.5;1.0;1.0;Real Bed;25.0;15.0;1;0;moderate;;1;1125
;;0;6;36;311;;Embajadores;Centro;Apartment;Private room;2;3.0;1.0;1.0;Real Bed;25.0;;1;0;strict;;10;1125
;;12;42;72;72;82.0;Trafalgar;Chamberí;Apartment;Entire home/apt;3;1.0;2.0;3.0;Real Bed;50.0;25.0;1;0;moderate;;2;1125
Trafalgar;;0;0;0;0;;Trafalgar;Chamberí;Apartment;Private room;1;2.0;1.0;1.0;Real Bed;40.0;;1;0;flexible;;1;1125
La Latina;200.0;14;36;64;332;90.0;Palacio;Centro;Apartment;Entire home/apt;5;2.0;2.0;4.0;Real Bed;125.0;50.0;4;30;strict;;2;1125
Bellas Vistas;90.0;30;60;90;365;;Bellas Vistas;Tetuán;Apartment;Private room;1;1.0;1.0;1.0;Real Bed;15.0;;1;0;flexible;;1;1125
;;0;0;0;102;100.0;Guindalera;Salamanca;Apartment;Entire home/apt;4;2.0;2.0;3.0;Real Bed;90.0;60.0;1;0;flexible;;3;1125
;;0;0;5;280;100.0;Puerta del Angel;Latina;Apartment;Private room;1;2.0;1.0;1.0;Real Bed;15.0;;1;10;flexible;;2;1125
;350.0;26;26;33;123;72.0;Puerta Bonita;Carabanchel;House;Private room;2;1.0;1.0;1.0;Real Bed;15.0;20.0;1;10;strict;;5;1125
;;29;59;89;364;90.0;Fuente del Berro;Salamanca;House;Private room;1;1.0;1.0;1.0;Real Bed;29.0;10.0;1;20;flexible;;1;1125
;;10;16;28;303;98.0;Arapiles;Chamberí;Apartment;Entire home/apt;2;1.0;1.0;1.0;Real Bed;79.0;30.0;1;0;moderate;;2;1125
Embajadores;150.0;21;33;63;298;;Embajadores;Centro;Apartment;Entire home/apt;4;1.0;1.0;2.0;Real Bed;89.0;30.0;2;12;strict;;2;1125
San Blas;;28;58;88;363;100.0;Salvador;San Blas - Canillejas;Other;Private room;2;1.0;1.0;2.0;Real Bed;25.0;10.0;1;0;moderate;;2;30
La Latina;;27;57;87;87;;Palacio;Centro;Apartment;Private room;2;1.0;1.0;1.0;Real Bed;69.0;;1;0;moderate;;3;1125
Embajadores;;18;42;42;42;90.0;Embajadores;Centro;Apartment;Private room;2;1.0;1.0;1.0;Real Bed;23.0;5.0;1;10;strict;;2;1125
;;11;26;56;331;92.0;Arapiles;Chamberí;Apartment;Entire home/apt;5;1.0;3.0;3.0;Real Bed;80.0;25.0;2;30;moderate;;2;1125
Justicia;;2;2;5;214;96.0;Justicia;Centro;Apartment;Entire home/apt;3;1.0;1.0;2.0;Real Bed;50.0;15.0;1;15;moderate;;5;1125
Malasaña;100.0;19;46;76;351;97.0;Universidad;Centro;Bed & Breakfast;Private room;2;1.0;1.0;1.0;Real Bed;40.0;;1;0;strict;;1;1125
Carabanchel;;21;51;81;81;94.0;Abrantes;Carabanchel;Apartment;Private room;2;1.0;1.0;1.0;Real Bed;14.0;;1;15;moderate;;2;1125
Barajas;;8;18;21;21;95.0;Casco Histórico de Barajas;Barajas;House;Private room;2;1.0;1.0;1.0;Real Bed;35.0;;1;0;flexible;;1;1125
Embajadores;100.0;15;42;72;72;96.0;Embajadores;Centro;Apartment;Entire home/apt;4;1.0;0.0;3.0;Real Bed;70.0;30.0;2;10;strict;;1;1125
;;4;26;36;251;93.0;Embajadores;Centro;Apartment;Private room;1;1.0;1.0;1.0;Real Bed;39.0;10.0;1;10;flexible;;1;1125
Argüelles;;6;16;28;240;80.0;Casa de Campo;Moncloa - Aravaca;Apartment;Entire home/apt;4;2.0;2.0;2.0;Real Bed;90.0;49.0;2;7;flexible;;2;1125
Aluche;;4;12;22;248;92.0;Puerta del Angel;Latina;Apartment;Entire home/apt;4;1.0;1.0;2.0;Real Bed;42.0;20.0;2;8;flexible;;3;999
;;20;49;74;74;94.0;Embajadores;Centro;Apartment;Private room;2;1.0;1.0;1.0;Real Bed;25.0;10.0;1;20;moderate;;1;1125
;;2;7;30;305;88.0;Sol;Centro;Apartment;Private room;2;1.0;1.0;1.0;Real Bed;30.0;;1;0;strict;;2;1125
;100.0;29;59;89;364;;Ventas;Ciudad Lineal;Dorm;Private room;1;1.0;1.0;1.0;Real Bed;35.0;8.0;1;0;flexible;;1;5
;;16;46;76;351;96.0;Almenara;Tetuán;Apartment;Private room;2;1.0;1.0;1.0;Real Bed;41.0;;1;5;flexible;;1;1125
Cortes;200.0;0;0;11;286;20.0;Cortes;Centro;Apartment;Entire home/apt;6;2.0;2.0;2.0;Real Bed;140.0;60.0;2;20;strict;;28;1125
Arganzuela;100.0;2;10;32;119;95.0;Palos de Moguer;Arganzuela;Bed & Breakfast;Private room;2;1.0;1.0;1.0;Real Bed;32.0;15.0;1;0;moderate;;2;8
Palacio;120.0;3;6;18;279;89.0;Palacio;Centro;Apartment;Entire home/apt;2;1.0;;1.0;Real Bed;45.0;25.0;1;0;strict;;3;45
Sol;120.0;0;0;0;219;;Sol;Centro;Apartment;Entire home/apt;5;1.0;1.0;1.0;Real Bed;80.0;25.0;2;28;strict;;2;1125
Delicias;;18;48;78;353;95.0;Delicias;Arganzuela;Condominium;Private room;2;1.0;1.0;2.0;Real Bed;30.0;;1;50;moderate;129.0;1;7
Trafalgar;;3;8;18;39;92.0;Trafalgar;Chamberí;Apartment;Entire home/apt;8;1.0;3.0;4.0;Real Bed;92.0;13.0;6;20;moderate;;1;1125
Almagro;100.0;13;43;73;348;89.0;Almagro;Chamberí;House;Private room;11;3.0;4.0;9.0;Real Bed;23.0;30.0;1;22;strict;2691.0;4;100
;;0;0;0;0;100.0;Ibiza;Retiro;Apartment;Private room;2;1.0;1.0;1.0;Real Bed;45.0;;1;15;strict;;5;6
Aluche;;27;57;87;362;;Lucero;Latina;Apartment;Private room;1;1.0;1.0;1.0;Real Bed;25.0;;1;0;flexible;;1;15
;;30;60;87;177;;San Fermín;Usera;Apartment;Entire home/apt;4;1.0;2.0;3.0;Real Bed;80.0;;1;0;flexible;;1;1125
Palos do Moguer;;30;60;90;365;84.0;Palos de Moguer;Arganzuela;Apartment;Private room;3;;1.0;2.0;Real Bed;30.0;;1;15;flexible;;1;60
Bellas Vistas;;30;60;90;365;95.0;Bellas Vistas;Tetuán;Apartment;Private room;1;1.0;1.0;1.0;Real Bed;30.0;;1;0;flexible;;1;1125
Castilla;100.0;11;41;71;346;98.0;Castilla;Chamartín;Apartment;Entire home/apt;2;1.0;1.0;2.0;Real Bed;60.0;15.0;1;0;moderate;;2;1125
;100.0;0;4;4;70;;Universidad;Centro;Loft;Entire home/apt;4;1.0;1.0;4.0;Real Bed;130.0;25.0;2;25;strict;;2;1125
Aluche;;12;35;47;316;81.0;Lucero;Latina;Apartment;Private room;2;1.0;1.0;1.0;Real Bed;20.0;10.0;1;7;strict;;1;1125
Rios Rosas;150.0;0;5;21;282;97.0;Rios Rosas;Chamberí;Apartment;Entire home/apt;2;1.0;0.0;1.0;Real Bed;65.0;25.0;1;0;strict;;2;1125
Justicia;190.0;0;3;3;3;95.0;Universidad;Centro;Apartment;Entire home/apt;2;1.0;0.0;1.0;Real Bed;55.0;19.0;1;5;strict;;3;1125
Moncloa;;30;60;90;365;;El Plantío;Moncloa - Aravaca;House;Private room;2;1.0;1.0;1.0;Real Bed;40.0;;1;0;flexible;;1;1125
;200.0;0;0;0;0;100.0;Universidad;Centro;Apartment;Entire home/apt;2;1.0;2.0;1.0;Real Bed;70.0;20.0;1;0;flexible;;3;1125
Malasaña;;8;33;53;53;100.0;Universidad;Centro;Loft;Private room;2;1.0;1.0;1.0;Real Bed;65.0;;1;0;moderate;;2;1125
Justicia;;2;3;6;11;93.0;Justicia;Centro;Apartment;Private room;2;2.0;1.0;1.0;Real Bed;25.0;7.0;1;8;flexible;;1;1125
Justicia;170.0;9;9;9;225;100.0;Justicia;Centro;Apartment;Entire home/apt;3;2.0;2.0;2.0;Real Bed;100.0;45.0;1;0;flexible;;1;30
Sol;;0;0;22;22;80.0;Sol;Centro;Apartment;Private room;2;2.0;1.0;2.0;Real Bed;20.0;;1;0;flexible;;1;1125
Hortaleza;250.0;12;35;62;330;93.0;Valdefuentes;Hortaleza;Loft;Entire home/apt;4;2.0;1.0;1.0;Real Bed;60.0;15.0;2;25;strict;;1;1125
Pacifico;;13;13;16;291;92.0;Pacífico;Retiro;Apartment;Private room;2;1.0;1.0;1.0;Real Bed;32.0;;1;5;flexible;;1;1125
Embajadores;;5;15;21;288;81.0;Embajadores;Centro;Apartment;Entire home/apt;4;1.0;2.0;4.0;Real Bed;49.0;20.0;1;0;strict;;2;365
Palacio;100.0;8;19;39;291;96.0;Palacio;Centro;Apartment;Entire home/apt;4;1.0;2.0;3.0;Real Bed;90.0;40.0;1;0;moderate;;3;1125
Palos do Moguer;;0;0;0;0;;Palos de Moguer;Arganzuela;Apartment;Entire home/apt;4;1.0;1.0;2.0;Real Bed;40.0;;1;0;flexible;;1;1125
Palacio;;9;18;26;244;93.0;Palacio;Centro;Apartment;Private room;2;1.0;1.0;1.0;Futon;32.0;;2;0;moderate;50.0;3;180
;;0;0;0;0;90.0;Arapiles;Chamberí;Apartment;Private room;3;1.0;1.0;1.0;Real Bed;80.0;;2;15;strict;;1;1125
Malasaña;100.0;0;0;0;273;47.0;Universidad;Centro;Apartment;Entire home/apt;4;1.5;2.0;3.0;Futon;79.0;;2;22;flexible;;3;1125
Rios Rosas;200.0;18;46;76;351;85.0;Rios Rosas;Chamberí;Apartment;Entire home/apt;7;2.0;3.0;5.0;Real Bed;160.0;70.0;3;10;strict;;2;1125
;100.0;0;0;0;265;98.0;Cortes;Centro;Apartment;Entire home/apt;2;1.0;1.0;1.0;Real Bed;83.0;20.0;1;0;moderate;;3;31
Castellana;;29;59;89;364;93.0;Castellana;Salamanca;Apartment;Entire home/apt;2;1.0;0.0;1.0;Real Bed;60.0;;1;0;strict;;2;1125
Trafalgar;600.0;4;19;21;80;100.0;Trafalgar;Chamberí;Apartment;Entire home/apt;5;2.0;3.0;4.0;Real Bed;140.0;60.0;1;0;strict;;6;1125
Cuatro Caminos;300.0;2;26;56;328;91.0;Cuatro Caminos;Tetuán;Apartment;Entire home/apt;3;1.0;1.0;2.0;Real Bed;45.0;25.0;2;15;strict;;2;1125
Adelfas;300.0;0;0;25;115;100.0;Adelfas;Retiro;Other;Entire home/apt;2;1.0;1.0;1.0;Real Bed;79.0;;2;0;moderate;;2;1125
;;0;8;8;111;80.0;Fuente del Berro;Salamanca;Apartment;Entire home/apt;2;1.0;1.0;1.0;Real Bed;40.0;10.0;1;0;moderate;;2;1125
;;4;13;24;234;95.0;Palacio;Centro;Apartment;Entire home/apt;4;2.0;2.0;2.0;Real Bed;72.0;20.0;1;0;flexible;;2;1125
Embajadores;150.0;2;7;28;29;89.0;Embajadores;Centro;Apartment;Entire home/apt;3;1.0;2.0;2.0;Real Bed;53.0;25.0;1;0;strict;0.0;2;1125
Embajadores;;0;3;3;3;100.0;Embajadores;Centro;Apartment;Private room;2;1.0;1.0;1.0;Real Bed;30.0;10.0;1;0;strict;;3;10
Lista;;11;41;71;71;100.0;Lista;Salamanca;Bed & Breakfast;Private room;2;1.0;1.0;1.0;Real Bed;30.0;;1;15;flexible;;1;3
;500.0;13;43;73;348;97.0;Universidad;Centro;Apartment;Entire home/apt;2;1.0;1.0;1.0;Real Bed;115.0;30.0;2;0;strict;;3;30
Sol;;0;0;0;0;96.0;Sol;Centro;Guesthouse;Private room;2;1.0;1.0;1.0;Real Bed;40.0;;1;0;strict;;2;28
;200.0;6;17;36;228;100.0;Palacio;Centro;Apartment;Entire home/apt;4;1.0;1.0;1.0;Real Bed;100.0;49.0;2;12;strict;;3;1125
;;14;14;14;80;84.0;Embajadores;Centro;Earth House;Shared room;1;1.0;1.0;2.0;Real Bed;17.0;;1;0;strict;;1;5
;;15;39;69;159;89.0;Universidad;Centro;Apartment;Entire home/apt;6;1.0;2.0;4.0;Real Bed;75.0;60.0;1;0;moderate;;3;1125
;;30;60;90;365;100.0;Trafalgar;Chamberí;Apartment;Private room;2;1.0;2.0;2.0;Real Bed;24.0;;1;28;strict;;1;1125
La Latina;;1;8;19;141;99.0;Palacio;Centro;Apartment;Entire home/apt;5;1.0;2.0;3.0;Real Bed;58.0;20.0;2;15;flexible;;2;1125
Palacio;100.0;0;0;0;0;98.0;Palacio;Centro;Apartment;Private room;2;1.0;1.0;1.0;Real Bed;52.0;;1;0;flexible;;2;1125
;;27;57;87;362;80.0;Valdeacederas;Tetuán;Apartment;Private room;2;1.0;1.0;1.0;Real Bed;21.0;;1;0;flexible;;1;1125
;;27;57;87;177;;Timón;Barajas;Apartment;Entire home/apt;2;1.0;1.0;1.0;Real Bed;70.0;;1;0;flexible;;2;1125
Ciudad Lineal;;0;0;6;85;96.0;Ventas;Ciudad Lineal;Apartment;Entire home/apt;3;1.0;2.0;2.0;Real Bed;41.0;;1;0;flexible;;2;1125
Justicia;150.0;9;15;32;299;99.0;Justicia;Centro;Apartment;Entire home/apt;4;1.0;1.0;1.0;Pull-out Sofa;75.0;40.0;2;15;flexible;;1;180
Embajadores;100.0;0;0;7;282;95.0;Embajadores;Centro;Apartment;Entire home/apt;2;1.0;0.0;1.0;Real Bed;55.0;20.0;1;0;strict;;4;1125
;;10;35;65;340;77.0;Almagro;Chamberí;Apartment;Entire home/apt;3;1.0;2.0;2.0;Real Bed;90.0;;1;0;strict;;5;1125
Aluche;;30;60;90;365;86.0;Puerta del Angel;Latina;Apartment;Private room;1;1.0;1.0;1.0;Real Bed;35.0;;1;35;flexible;;1;1125
La Latina;;0;0;0;0;90.0;Palacio;Centro;Apartment;Entire home/apt;4;1.0;1.0;2.0;Real Bed;60.0;30.0;1;0;moderate;;1;25
;;0;0;0;0;60.0;Sol;Centro;Apartment;Private room;2;1.0;1.0;1.0;Real Bed;35.0;;1;13;strict;;1;7
Ciudad Jardin;500.0;11;39;67;342;100.0;Ciudad Jardín;Chamartín;Apartment;Entire home/apt;8;2.0;3.0;5.0;Real Bed;175.0;40.0;3;15;strict;;2;1125
Embajadores;300.0;15;38;61;336;98.0;Embajadores;Centro;Apartment;Private room;2;1.0;1.0;1.0;Real Bed;55.0;15.0;1;0;moderate;;1;1125
;100.0;13;13;13;17;100.0;Colina;Ciudad Lineal;Apartment;Private room;2;2.0;1.0;1.0;Real Bed;25.0;;1;0;strict;;1;1125
Ciudad Lineal;;13;42;72;72;96.0;Pueblo Nuevo;Ciudad Lineal;House;Private room;2;1.0;1.0;1.0;Real Bed;16.0;;1;5;moderate;;1;7
;;10;25;46;321;100.0;Guindalera;Salamanca;Apartment;Entire home/apt;6;2.0;3.0;4.0;Real Bed;99.0;30.0;4;20;moderate;;2;1125
Sol;;4;24;50;321;91.0;Sol;Centro;Apartment;Entire home/apt;2;1.0;0.0;1.0;Real Bed;49.0;30.0;1;0;moderate;;4;1125
;;0;0;6;281;96.0;Palos de Moguer;Arganzuela;Apartment;Private room;2;1.0;1.0;1.0;Real Bed;30.0;10.0;1;0;moderate;;1;1125
;;7;37;64;64;98.0;Sol;Centro;Apartment;Private room;2;1.0;1.0;1.0;Real Bed;40.0;15.0;1;15;moderate;;2;1125
Cuatro Caminos;;9;26;49;323;87.0;Cuatro Caminos;Tetuán;Apartment;Entire home/apt;4;1.0;1.0;2.0;Real Bed;42.0;45.0;2;12;flexible;;3;1125
;;0;0;0;0;89.0;Berruguete;Tetuán;Apartment;Entire home/apt;2;1.0;0.0;1.0;Pull-out Sofa;30.0;15.0;1;0;flexible;;4;15
;;19;49;79;354;100.0;Embajadores;Centro;Apartment;Private room;3;1.0;1.0;3.0;Real Bed;45.0;;1;0;flexible;;3;1125
;300.0;22;52;82;173;;Jerónimos;Retiro;Apartment;Entire home/apt;4;1.5;1.0;2.0;Real Bed;130.0;;2;20;moderate;;2;1125
Sol;250.0;4;7;16;96;96.0;Sol;Centro;Apartment;Entire home/apt;6;2.0;2.0;3.0;Real Bed;150.0;42.0;4;12;flexible;;2;1125
Delicias;;8;38;68;68;97.0;Delicias;Arganzuela;Apartment;Private room;2;1.0;1.0;2.0;Real Bed;26.0;;1;18;moderate;;2;1125
;;12;18;28;171;90.0;Universidad;Centro;Apartment;Entire home/apt;2;1.0;1.0;1.0;Real Bed;82.0;77.0;2;0;strict;;3;1125
Cortes;200.0;0;0;0;0;97.0;Cortes;Centro;Apartment;Entire home/apt;4;2.0;2.0;2.0;Real Bed;95.0;60.0;4;20;strict;;4;60
;150.0;6;25;55;145;98.0;Palacio;Centro;Other;Entire home/apt;5;1.0;2.0;2.0;Real Bed;116.0;35.0;1;0;moderate;;1;1125
Embajadores;150.0;10;22;36;37;80.0;Embajadores;Centro;Apartment;Entire home/apt;5;1.0;1.0;1.0;Real Bed;60.0;;1;0;moderate;;3;1125
Embajadores;150.0;7;28;28;300;100.0;Embajadores;Centro;Bed & Breakfast;Private room;2;2.5;1.0;1.0;Real Bed;38.0;10.0;1;12;flexible;;2;1125
;;0;0;0;199;96.0;Delicias;Arganzuela;Apartment;Private room;1;2.0;1.0;1.0;Real Bed;15.0;;1;5;flexible;;1;1125
Embajadores;;0;0;0;0;90.0;Embajadores;Centro;Apartment;Entire home/apt;2;1.0;0.0;1.0;Real Bed;54.0;30.0;1;0;strict;;2;90
La Latina;250.0;0;0;0;190;100.0;Embajadores;Centro;Apartment;Entire home/apt;4;1.0;2.0;2.0;Real Bed;60.0;40.0;2;10;moderate;;3;1125
Malasaña;100.0;11;31;57;332;83.0;Universidad;Centro;Apartment;Entire home/apt;2;1.0;1.0;1.0;Real Bed;70.0;30.0;1;0;moderate;;2;1125
;;0;14;44;317;93.0;Cortes;Centro;Apartment;Private room;3;1.0;1.0;1.0;Real Bed;35.0;;1;10;flexible;;1;1125
Ciudad Jardin;;22;46;49;49;80.0;Ciudad Jardín;Chamartín;Apartment;Private room;2;1.0;1.0;1.0;Real Bed;50.0;15.0;1;15;flexible;;1;7
Carabanchel;100.0;1;1;1;205;100.0;Comillas;Carabanchel;Apartment;Private room;2;1.0;1.0;1.0;Real Bed;18.0;;1;0;strict;;1;1125
La Latina;;0;6;36;311;;Palacio;Centro;Apartment;Private room;1;2.0;1.0;1.0;Real Bed;35.0;;1;0;flexible;;7;1125
;100.0;2;12;27;169;95.0;Sol;Centro;Bed & Breakfast;Private room;2;1.0;1.0;1.0;Real Bed;39.0;15.0;1;0;strict;;1;1125
Cuatro Caminos;;7;17;44;44;94.0;Cuatro Caminos;Tetuán;Apartment;Entire home/apt;3;1.0;1.0;2.0;Real Bed;60.0;;2;8;moderate;;3;1125
;150.0;5;24;32;301;98.0;Universidad;Centro;Apartment;Entire home/apt;4;2.0;2.0;3.0;Real Bed;130.0;15.0;3;25;flexible;;2;1125
;100.0;4;10;26;301;96.0;Sol;Centro;Apartment;Entire home/apt;3;1.0;1.0;2.0;Real Bed;100.0;45.0;2;10;strict;;3;1200
Hortaleza;;1;16;40;259;98.0;Canillas;Hortaleza;Apartment;Private room;3;1.0;1.0;1.0;Pull-out Sofa;48.0;;2;10;flexible;;1;7
Embajadores;100.0;18;48;78;78;93.0;Embajadores;Centro;Apartment;Private room;2;1.0;2.0;3.0;Real Bed;37.0;15.0;1;10;strict;;1;200
Malasaña;100.0;0;0;7;282;100.0;Universidad;Centro;Apartment;Entire home/apt;6;;2.0;2.0;Pull-out Sofa;125.0;50.0;2;20;flexible;;3;1125
Barajas;;9;28;33;33;97.0;Corralejos;Barajas;Bed & Breakfast;Private room;5;1.0;2.0;5.0;Real Bed;32.0;;1;9;strict;;1;29
;200.0;4;14;37;68;;Embajadores;Centro;Apartment;Entire home/apt;4;1.0;2.0;2.0;Real Bed;76.0;30.0;2;25;moderate;;2;1125
Aluche;;0;5;35;310;80.0;Lucero;Latina;Apartment;Shared room;3;1.0;1.0;3.0;Real Bed;21.0;;1;15;strict;;1;1125
;;29;59;89;364;;Recoletos;Salamanca;House;Private room;1;1.0;1.0;1.0;Real Bed;35.0;20.0;1;0;flexible;;2;1125
Berruguete;100.0;12;12;12;12;;Berruguete;Tetuán;Apartment;Entire home/apt;2;1.0;1.0;1.0;Real Bed;75.0;20.0;1;0;strict;;2;1125
Malasaña;;10;40;70;345;96.0;Universidad;Centro;Apartment;Entire home/apt;4;1.0;2.0;2.0;Real Bed;80.0;25.0;1;0;flexible;;3;1125
Malasaña;90.0;0;0;0;97;94.0;Universidad;Centro;Apartment;Entire home/apt;2;1.0;0.0;1.0;Real Bed;66.0;20.0;1;0;moderate;;2;1125
;200.0;0;0;0;0;88.0;Justicia;Centro;Other;Entire home/apt;6;1.0;2.0;3.0;Real Bed;85.0;25.0;1;15;moderate;;2;1125
Embajadores;;2;2;5;5;;Embajadores;Centro;Apartment;Entire home/apt;2;1.0;1.0;1.0;Real Bed;47.0;;1;0;flexible;;1;6
Valdeacederas;150.0;0;0;0;68;100.0;Valdeacederas;Tetuán;Apartment;Entire home/apt;4;1.0;0.0;2.0;Real Bed;75.0;40.0;2;5;strict;;3;1125
Cortes;;7;13;26;113;99.0;Cortes;Centro;Apartment;Entire home/apt;2;1.0;1.0;1.0;Real Bed;49.0;10.0;1;0;strict;;3;1125
;;0;0;0;0;;Recoletos;Salamanca;Apartment;Private room;1;2.0;1.0;1.0;Real Bed;49.0;;1;0;flexible;;1;1125
